,Title,Date,Id,Summary,URL
140,Learning Multi-Step Reasoning by Solving Arithmetic Tasks,2023-06-02 17:29:22+00:00,http://arxiv.org/abs/2306.01707v3,"Mathematical reasoning is regarded as a necessary ability for Language Models
(LMs). Recent works demonstrate large LMs' impressive performance in solving
math problems. The success is attributed to their Chain-of-Thought (CoT)
reasoning abilities, i.e., the ability to decompose complex questions into
step-by-step reasoning chains, but such ability seems only to emerge from
models with abundant parameters. This work investigates how to incorporate
relatively small LMs with the capabilities of multi-step reasoning. We propose
to inject such abilities by continually pre-training LMs on a synthetic dataset
MsAT which is composed of Multi-step Arithmetic Tasks. Our experiments on four
math word problem datasets show the effectiveness of the proposed method in
enhancing LMs' math reasoning abilities.",http://arxiv.org/pdf/2306.01707v3
141,An Empirical Study on Challenging Math Problem Solving with GPT-4,2023-06-02 08:02:15+00:00,http://arxiv.org/abs/2306.01337v2,"Employing Large Language Models (LLMs) to address mathematical problems is an
intriguing research endeavor, considering the abundance of math problems
expressed in natural language across numerous science and engineering fields.
While several prior works have investigated solving elementary mathematics
using LLMs, this work explores the frontier of using GPT-4 for solving more
complex and challenging math problems. We evaluate various ways of using GPT-4.
Some of them are adapted from existing work, and one is MathChat, a
conversational problem-solving framework newly proposed in this work. We
perform the evaluation on difficult high school competition problems from the
MATH dataset, which shows the advantage of the proposed conversational
approach.",http://arxiv.org/pdf/2306.01337v2
142,On homomorphisms of bicyclic extensions of archimedean totally ordered groups,2023-06-02 06:39:41+00:00,http://arxiv.org/abs/2306.01294v1,"Let $\mathscr{B}^+(G)$ be the bicyclic extension of a totally ordered group
$G$ which is defined in [O. Gutik, D. Pagon, and K. Pavlyk, Congruences on
bicyclic extensions of a linearly ordered group, Acta Comment. Univ. Tartu.
Math. 15 (2011), no. 2, 61-80, (arXiv:1111.2401)]. We show that if $G$ and $H$
are archimedean totally ordered groups then every $o$-homomorphism
$\widehat{\varphi}\colon G\to H$ generates a monoid homomorphim
$\widetilde{\varphi}\colon \mathscr{B}^+(G)\to \mathscr{B}^+(H)$, and every
monoid homomorphism $\widetilde{\varphi}\colon \mathscr{B}^+(G)\to
\mathscr{B}^+(H)$ generates $o$-homomorphism $\widehat{\varphi}\colon G\to H$.",http://arxiv.org/pdf/2306.01294v1
143,Coding information into all infinite subsets of a dense set,2023-06-02 01:29:39+00:00,http://arxiv.org/abs/2306.01226v2,"Suppose you have an uncomputable set $X$ and you want to find a set $A$, all
of whose infinite subsets compute $X$. There are several ways to do this, but
all of them seem to produce a set $A$ which is fairly sparse. We show that this
is necessary in the following technical sense: if $X$ is uncomputable and $A$
is a set of positive lower density then $A$ has an infinite subset which does
not compute $X$. We also prove an analogous result for PA degree: if $X$ is
uncomputable and $A$ is a set of positive lower density then $A$ has an
infinite subset which is not of PA degree. We will show that these theorems are
sharp in certain senses and also prove a quantitative version formulated in
terms of Kolmogorov complexity. Our results use a modified version of Mathias
forcing and build on work by Seetapun, Liu, and others on the reverse math of
Ramsey's theorem for pairs.",http://arxiv.org/pdf/2306.01226v2
144,Modeling and Analyzing Scorer Preferences in Short-Answer Math Questions,2023-06-01 15:22:05+00:00,http://arxiv.org/abs/2306.00791v1,"Automated scoring of student responses to open-ended questions, including
short-answer questions, has great potential to scale to a large number of
responses. Recent approaches for automated scoring rely on supervised learning,
i.e., training classifiers or fine-tuning language models on a small number of
responses with human-provided score labels. However, since scoring is a
subjective process, these human scores are noisy and can be highly variable,
depending on the scorer. In this paper, we investigate a collection of models
that account for the individual preferences and tendencies of each human scorer
in the automated scoring task. We apply these models to a short-answer math
response dataset where each response is scored (often differently) by multiple
different human scorers. We conduct quantitative experiments to show that our
scorer models lead to improved automated scoring accuracy. We also conduct
quantitative experiments and case studies to analyze the individual preferences
and tendencies of scorers. We found that scorers can be grouped into several
obvious clusters, with each cluster having distinct features, and analyzed them
in detail.",http://arxiv.org/pdf/2306.00791v1
145,Interpretable Math Word Problem Solution Generation Via Step-by-step Planning,2023-06-01 15:16:18+00:00,http://arxiv.org/abs/2306.00784v1,"Solutions to math word problems (MWPs) with step-by-step explanations are
valuable, especially in education, to help students better comprehend
problem-solving strategies. Most existing approaches only focus on obtaining
the final correct answer. A few recent approaches leverage intermediate
solution steps to improve final answer correctness but often cannot generate
coherent steps with a clear solution strategy. Contrary to existing work, we
focus on improving the correctness and coherence of the intermediate solutions
steps. We propose a step-by-step planning approach for intermediate solution
generation, which strategically plans the generation of the next solution step
based on the MWP and the previous solution steps. Our approach first plans the
next step by predicting the necessary math operation needed to proceed, given
history steps, then generates the next step, token-by-token, by prompting a
language model with the predicted math operation. Experiments on the GSM8K
dataset demonstrate that our approach improves the accuracy and
interpretability of the solution on both automatic metrics and human
evaluation.",http://arxiv.org/pdf/2306.00784v1
146,Inspecting Spoken Language Understanding from Kids for Basic Math Learning at Home,2023-06-01 09:31:57+00:00,http://arxiv.org/abs/2306.00482v1,"Enriching the quality of early childhood education with interactive math
learning at home systems, empowered by recent advances in conversational AI
technologies, is slowly becoming a reality. With this motivation, we implement
a multimodal dialogue system to support play-based learning experiences at
home, guiding kids to master basic math concepts. This work explores Spoken
Language Understanding (SLU) pipeline within a task-oriented dialogue system
developed for Kid Space, with cascading Automatic Speech Recognition (ASR) and
Natural Language Understanding (NLU) components evaluated on our home
deployment data with kids going through gamified math learning activities. We
validate the advantages of a multi-task architecture for NLU and experiment
with a diverse set of pretrained language representations for Intent
Recognition and Entity Extraction tasks in the math learning domain. To
recognize kids' speech in realistic home environments, we investigate several
ASR systems, including the commercial Google Cloud and the latest open-source
Whisper solutions with varying model sizes. We evaluate the SLU pipeline by
testing our best-performing NLU models on noisy ASR output to inspect the
challenges of understanding children for math learning in authentic homes.",http://arxiv.org/pdf/2306.00482v1
147,Gauge theory for mixed $p$-spin glasses,2023-06-01 06:06:18+00:00,http://arxiv.org/abs/2306.00371v1,"Physical quantities in the mixed $p$-spin glasses are evaluated with
Nishimori's gauge theory and several variance inequalities. The $\mathbb
Z_2$-symmetry breaking and the replica-symmetry breaking are studied in finite
and infinite dimensions. Obtained bounds on the expectation of the square of
the magnetization and spontaneous magnetization enable us to clarify properties
of paramagnetic and spin glass phases. It is proven that variances of
ferromagnetic and spin glass order parameters vanish on the Nishimori line in
the infinite volume limit. These results imply the self-averaging of these
order parameters on the Nishimori line. The self-averaging of the spin glass
order parameter rigorously justifies already argued absence of replica-symmetry
breaking on the Nishimori line.",http://arxiv.org/pdf/2306.00371v1
148,A Liouville theorem for the Euler equations in a disk,2023-06-01 02:42:11+00:00,http://arxiv.org/abs/2306.00302v2,"We present a symmetry result regarding stationary solutions of the 2D Euler
equations in a disk. We prove that in a disk, a steady flow with only one
stagnation point and tangential boundary conditions is a circular flow, which
confirms a conjecture proposed by F. Hamel and N. Nadirashvili in [J. Eur.
Math. Soc., 25 (2023), no. 1, 323-368]. The key ingredient of the proof is to
use `local' symmetry properties for the non-negative solutions of semi-linear
elliptic equations with a continuous nonlinearity in a ball, which can be
established by a rearrangement technique called continuous Steiner
symmetrization.",http://arxiv.org/pdf/2306.00302v2
149,Let's Verify Step by Step,2023-05-31 17:24:00+00:00,http://arxiv.org/abs/2305.20050v1,"In recent years, large language models have greatly improved in their ability
to perform complex multi-step reasoning. However, even state-of-the-art models
still regularly produce logical mistakes. To train more reliable models, we can
turn either to outcome supervision, which provides feedback for a final result,
or process supervision, which provides feedback for each intermediate reasoning
step. Given the importance of training reliable models, and given the high cost
of human feedback, it is important to carefully compare the both methods.
Recent work has already begun this comparison, but many questions still remain.
We conduct our own investigation, finding that process supervision
significantly outperforms outcome supervision for training models to solve
problems from the challenging MATH dataset. Our process-supervised model solves
78% of problems from a representative subset of the MATH test set.
Additionally, we show that active learning significantly improves the efficacy
of process supervision. To support related research, we also release PRM800K,
the complete dataset of 800,000 step-level human feedback labels used to train
our best reward model.",http://arxiv.org/pdf/2305.20050v1
150,Quantitative Methods for Optimizing Patient Outcomes in Liver Transplantation,2023-05-31 16:45:44+00:00,http://arxiv.org/abs/2306.00046v1,"Liver transplantation continues to be the gold standard for treating patients
with end-stage liver diseases. However, despite the huge success of liver
transplantation in improving patient outcomes, long term graft survival
continues to be a major problem. The current clinical practice in the
management of liver transplant patients is centered around immunosuppressive
multidrug regimens. Current research has been focusing on phenotypic
personalized medicine as a novel approach in the optimization of
immunosuppression, a regressional math modeling focusing on individual patient
dose and response using specific markers like transaminases. A prospective area
of study includes the development of a mechanistic computational math modeling
for optimizing immunosuppression to improve patient outcomes and increase
long-term graft survival by exploring the intricate immune/drug interactions to
help us further our understanding and management of medical problems like
transplants, autoimmunity, and cancer therapy. Thus, by increasing long-term
graft survival, the need for redo transplants will decrease, which will free up
organs and potentially help with the organ shortage problem promoting equity
and equal opportunity for transplants, as well as decreasing the medical costs
associated with additional testing and hospital admissions. Although long-term
graft survival remains challenging, computational and quantitative methods have
led to significant improvements. In this article, we review recent advances and
remaining opportunities. We focus on the following topics: donor organ
availability and allocation with a focus on equity, monitoring of patient and
graft health, and optimization of immunosuppression dosing.",http://arxiv.org/pdf/2306.00046v1
151,On the bicanonical map of algebraic threefolds of general type,2023-05-31 15:46:22+00:00,http://arxiv.org/abs/2305.19960v1,"We answer an open problem of the first author and Zhang (see Open Problem 6.4
(3) in Math. Z. 258 (2008), 565-585) and prove that, for any nonsingular
projective $3$-fold of general type with the geometric genus greater than 201,
the bicanonical system is not composed of any pencil of surfaces.",http://arxiv.org/pdf/2305.19960v1
152,Bose-Einstein condensation of interacting bosons: A two-step proof,2023-05-30 11:45:32+00:00,http://arxiv.org/abs/2305.18959v1,"We prove two equilibrium properties of a system of interacting atoms in three
or higher dimensional continuous space. (i) If the particles interact via pair
potentials of a nonnegative Fourier transform, their self-organization into
infinite permutation cycles is simultaneous with off-diagonal long-range order.
If the cycle lengths tend to infinity not slower than the square of the linear
extension of the system, there is also Bose-Einstein condensation. (ii) If the
pair potential is also nonnegative, cycles composed of a nonzero fraction of
the total number of particles do appear if the density exceeds a
temperature-dependent threshold value. The two together constitute the proof
that in such a system Bose-Einstein condensation takes place at high enough
densities.",http://arxiv.org/pdf/2305.18959v1
153,"Chatbots put to the test in math and logic problems: A preliminary comparison and assessment of ChatGPT-3.5, ChatGPT-4, and Google Bard",2023-05-30 11:18:05+00:00,http://arxiv.org/abs/2305.18618v1,"A comparison between three chatbots which are based on large language models,
namely ChatGPT-3.5, ChatGPT-4 and Google Bard is presented, focusing on their
ability to give correct answers to mathematics and logic problems. In
particular, we check their ability to Understand the problem at hand; Apply
appropriate algorithms or methods for its solution; and Generate a coherent
response and a correct answer. We use 30 questions that are clear, without any
ambiguities, fully described with plain text only, and have a unique, well
defined correct answer. The questions are divided into two sets of 15 each. The
questions of Set A are 15 ""Original"" problems that cannot be found online,
while Set B contains 15 ""Published"" problems that one can find online, usually
with their solution. Each question is posed three times to each chatbot. The
answers are recorded and discussed, highlighting their strengths and
weaknesses. It has been found that for straightforward arithmetic, algebraic
expressions, or basic logic puzzles, chatbots may provide accurate solutions,
although not in every attempt. However, for more complex mathematical problems
or advanced logic tasks, their answers, although written in a usually
""convincing"" way, may not be reliable. Consistency is also an issue, as many
times a chatbot will provide conflicting answers when given the same question
more than once. A comparative quantitative evaluation of the three chatbots is
made through scoring their final answers based on correctness. It was found
that ChatGPT-4 outperforms ChatGPT-3.5 in both sets of questions. Bard comes
third in the original questions of Set A, behind the other two chatbots, while
it has the best performance (first place) in the published questions of Set B.
This is probably because Bard has direct access to the internet, in contrast to
ChatGPT chatbots which do not have any communication with the outside world.",http://arxiv.org/pdf/2305.18618v1
154,Scaling Planning for Automated Driving using Simplistic Synthetic Data,2023-05-30 11:16:27+00:00,http://arxiv.org/abs/2305.18942v1,"We challenge the perceived consensus that the application of deep learning to
solve the automated driving planning task requires a huge amount of real-world
data or a realistic simulator. Using a roundabout scenario, we show that this
requirement can be relaxed in favour of targeted, simplistic simulated data. A
benefit is that such data can be easily generated for critical scenarios that
are typically underrepresented in realistic datasets. By applying vanilla
behavioural cloning almost exclusively to lightweight simulated data, we
achieve reliable and comfortable real-world driving. Our key insight lies in an
incremental development approach that includes regular in-vehicle testing to
identify sim-to-real gaps, targeted data augmentation, and training scenario
variations. In addition to the methodology, we offer practical guidelines for
deploying such a policy within a real-world vehicle, along with insights of the
resulting qualitative driving behaviour. This approach serves as a blueprint
for many automated driving use cases, providing valuable insights for future
research and helping develop efficient and effective solutions.",http://arxiv.org/pdf/2305.18942v1
155,Learning Outcomes supporting the integration of Ethical Reasoning into quantitative courses: Three tasks for use in three general contexts,2023-05-29 18:46:46+00:00,http://arxiv.org/abs/2305.18561v1,"This paper gives a brief overview of cognitive and educational sciences'
perspectives on learning outcomes (LOs) to facilitate the integration of LOs
specific to ethical reasoning into any mathematics or quantitative course. The
target is undergraduate (adult) learners but these LOs can be adapted for
earlier and later stages of learning. Core contents of Ethical Reasoning are:
1. its six constituent knowledge, skills, and abilities; 2. a stakeholder
analysis; and 3. ethical practice standards or guidelines. These are briefly
summarized. Five LOs are articulated at each of three levels of cognitive
complexity (low/med/high), and a set of assignment features that can be adapted
repeatedly over a term are given supporting these LOs. These features can
support authentic development of the knowledge, skills, and abilities that are
the target of ethical reasoning instruction in math and quantitative courses at
the tertiary level. Three contexts by which these can be integrated are
Assumption (what if the assumption fails?), Approximation (what if the
approximation does not hold?), and Application (is the application appropriate?
what if it is not?). One or more of the three core contents of Ethical
Reasoning can be added to any problem already utilized in a course (or new
ones) by asking learners to apply the core to the context. Engagement with
ethical reasoning can prepare students to assume their responsibilities to
promote and perpetuate the integrity of their profession across their careers
using mathematics, statistics, data science, and other quantitative methods and
technologies.",http://arxiv.org/pdf/2305.18561v1
156,Leveraging Training Data in Few-Shot Prompting for Numerical Reasoning,2023-05-29 16:01:40+00:00,http://arxiv.org/abs/2305.18170v2,"Chain-of-thought (CoT) prompting with large language models has proven
effective in numerous natural language processing tasks, but designing prompts
that generalize well to diverse problem types can be challenging, especially in
the context of math word problem (MWP) solving. Additionally, it is common to
have a large amount of training data that have a better diversity coverage but
CoT annotations are not available, which limits the use of supervised learning
techniques. To address these issues, we investigate two approaches to leverage
the training data in a few-shot prompting scenario: dynamic program prompting
and program distillation. Our approach is largely inspired by Gao et al.,
(2022), where they proposed to replace the CoT with the programs as the
intermediate reasoning step. Such a prompting strategy allows us to accurately
verify the answer correctness through program execution in MWP solving. Our
dynamic program prompting involves annotating the training data by sampling
correct programs from a large language model, while program distillation
involves adapting a smaller model to the program-annotated training data. Our
experiments on three standard MWP datasets demonstrate the effectiveness of
these approaches, yielding significant improvements over previous baselines for
prompting and fine-tuning. Our results suggest that leveraging a large amount
of training data can improve the generalization ability of prompts and boost
the performance of fine-tuned small models in MWP solving.",http://arxiv.org/pdf/2305.18170v2
157,Stochastic resetting in interacting particle systems: A review,2023-05-26 14:12:29+00:00,http://arxiv.org/abs/2305.16955v2,"We review recent work on systems with multiple interacting-particles having
the dynamical feature of stochastic resetting. The interplay of time scales
related to inter-particle interactions and resetting leads to a rich behavior,
both static and dynamic. The presence of multiple particles also opens up a new
possibility for the resetting dynamics itself, namely, that of different
particles resetting all together (global resetting) or independently (local
resetting). We divide the review on the basis of specifics of reset dynamics
(global versus local resetting), and further, on the basis of number (two
versus a large number) of interacting particles. We will primarily be dealing
with classical systems, and only briefly discuss resetting in quantum systems.",http://arxiv.org/pdf/2305.16955v2
158,Link Residual Closeness of Harary Graphs,2023-05-26 12:35:17+00:00,http://arxiv.org/abs/2305.16882v1,"The study of networks characteristics is an important subject in different
fields, like math, chemistry, transportation, social network analysis etc. The
residual closeness is one of the most sensitive measure of graphs
vulnerability. In this article we calculate the link residual closeness of
Harary graphs.",http://arxiv.org/pdf/2305.16882v1
159,A cube Slice that is not a Zonoid,2023-05-26 12:17:44+00:00,http://arxiv.org/abs/2305.18351v2,"Let $Q$ be the unit cube in $\mathbb{R}^n$ and $H$ a hyperplane thru the
Origin. The intersection $H\cap Q$is called (central) Cube slice and was
investigated by Henesley, Vaaler, Ball and others. A zonoid is the range of a
measure into $R^n$. Our interest is : When is a cube slice a zonoid? We only
give an example of a cube slice in $\mathbb{R}^4$ that is not a zonoid. We also
give examples ofslices that are zonoids. For ex let H: $ax + y +z + t =0$h If $
a\ge 3$ then the slice is a zonoid( zonotope) Otherwise it isnot ,",http://arxiv.org/pdf/2305.18351v2
160,Continuum limits of coupled oscillator networks depending on multiple sparse graphs,2023-05-26 08:29:56+00:00,http://arxiv.org/abs/2305.16728v1,"The continuum limit provides a useful tool for analyzing coupled oscillator
networks. Recently, Medvedev (Comm. Math. Sci., 17 (2019), no. 4, pp. 883-898)
gave a mathematical foundation for such an approach when the networks are
defined on single graphs which may be dense or sparse, directed or undirected,
and deterministic or random. In this paper, we consider coupled oscillator
networks depending on multiple graphs, and extend his results to show that the
continuum limit is also valid in this situation. Specifically, we prove that
the initial value problem (IVP) of the corresponding continuum limit has a
unique solution under general conditions and that the solution becomes the
limit of those to the IVP of the networks in some adequate meaning. Moreover,
we show that if solutions to the networks are stable or asymptotically stable
when the node number is sufficiently large, then so are the corresponding
solutions to the continuum limit, and that if solutions to the continuum limit
are asymptotically stable, then so are the corresponding solutions to the
networks in some weak meaning as the node number tends to infinity. These
results can also be applied to coupled oscillator networks with multiple
frequencies by regarding the frequencies as a weight matrix of another graph.
We illustrate the theory for three variants of the Kuramoto model along with
numerical simulations.",http://arxiv.org/pdf/2305.16728v1
161,"Constraining models for the origin of ultra-high-energy cosmic rays with a novel combined analysis of arrival directions, spectrum, and composition data measured at the Pierre Auger Observatory",2023-05-26 07:30:15+00:00,http://arxiv.org/abs/2305.16693v1,"The combined fit of the measured energy spectrum and shower maximum depth
distributions of ultra-high-energy cosmic rays is known to constrain the
parameters of astrophysical models with homogeneous source distributions.
Studies of the distribution of the cosmic-ray arrival directions show a better
agreement with models in which a fraction of the flux is non-isotropic and
associated with the nearby radio galaxy Centaurus A or with catalogs such as
that of starburst galaxies. Here, we present a novel combination of both
analyses by a simultaneous fit of arrival directions, energy spectrum, and
composition data measured at the Pierre Auger Observatory.
  We find that a model containing a flux contribution from the starburst galaxy
catalog of around 20% at 40 EeV with a magnetic field blurring of around
$20^\circ$ for a rigidity of 10 EV provides a fair simultaneous description of
all three observables. The starburst galaxy model is favored with a
significance of $4.5\sigma$ (considering experimental systematic effects)
compared to a reference model with only homogeneously distributed background
sources. By investigating a scenario with Centaurus A as a single source in
combination with the homogeneous background, we confirm that this region of the
sky provides the dominant contribution to the observed anisotropy signal.
Models containing a catalog of jetted active galactic nuclei whose flux scales
with the $\gamma$-ray emission are, however, disfavored as they cannot
adequately describe the measured arrival directions.",http://arxiv.org/pdf/2305.16693v1
162,"Corrigendum to ""On the monophonic rank of a graph"" [Discrete Math. Theor. Comput. Sci. 24:1 (2022) \#3]",2023-05-25 23:43:57+00:00,http://arxiv.org/abs/2305.19277v1,"In this corrigendum, we give a counterexample to Theorem 5.2 in ``On the
monophonic rank of a graph"" [Discrete Math. Theor. Comput. Sci. 24:1 (2022)
\#3]. We also present a polynomial-time algorithm for computing the monophonic
rank of a starlike graph.",http://arxiv.org/pdf/2305.19277v1
163,"Inequalities for totally nonnegative matrices: Gantmacher--Krein, Karlin, and Laplace",2023-05-25 21:34:59+00:00,http://arxiv.org/abs/2305.16485v3,"A real linear combination of products of minors which is nonnegative over all
totally nonnegative (TN) matrices is called a determinantal inequality for
these matrices. It is referred to as multiplicative when it compares two
collections of products of minors and additive otherwise. Set theoretic
operations preserving the class of TN matrices naturally translate into
operations preserving determinantal inequalities in this class. We introduce
set row/column operations that act directly on all determinantal inequalities
for TN matrices, and yield further inequalities for these matrices. These
operations assist in revealing novel additive inequalities for TN matrices
embedded in the classical identities due to Laplace $[$Mem$.$ Acad$.$ Sciences
Paris $1772]$ and Karlin $(1968).$ In particular, for any square TN matrix $A,$
these derived inequalities generalize -- to every $i^{\mbox{th}}$ row of $A$
and $j^{\mbox{th}}$ column of ${\rm adj} A$ -- the classical Gantmacher--Krein
fluctuating inequalities $(1941)$ for $i=j=1.$ Furthermore, our row/column
operations reveal additional undiscovered fluctuating inequalities for TN
matrices.
  The introduced set row/column operations naturally birth an algorithm that
can detect certain determinantal expressions that do not form an inequality for
TN matrices. However, the algorithm completely characterizes the multiplicative
inequalities comparing products of pairs of minors. Moreover, the underlying
row/column operations add that these inequalities are offshoots of certain
""complementary/higher"" ones. These novel results seem very natural, and in
addition thoroughly describe and enrich the classification of these
multiplicative inequalities due to Fallat--Gekhtman--Johnson $[$Adv$.$ Appl$.$
Math$.$ $2003]$ and later Skandera $[$J$.$ Algebraic Comb$.$ $2004].$",http://arxiv.org/pdf/2305.16485v3
164,Transformative Effects of ChatGPT on Modern Education: Emerging Era of AI Chatbots,2023-05-25 17:35:57+00:00,http://arxiv.org/abs/2306.03823v1,"ChatGPT, an AI-based chatbot, was released to provide coherent and useful
replies based on analysis of large volumes of data. In this article, leading
scientists, researchers and engineers discuss the transformative effects of
ChatGPT on modern education. This research seeks to improve our knowledge of
ChatGPT capabilities and its use in the education sector, identifying potential
concerns and challenges. Our preliminary evaluation concludes that ChatGPT
performed differently in each subject area including finance, coding and maths.
While ChatGPT has the ability to help educators by creating instructional
content, offering suggestions and acting as an online educator to learners by
answering questions and promoting group work, there are clear drawbacks in its
use, such as the possibility of producing inaccurate or false data and
circumventing duplicate content (plagiarism) detectors where originality is
essential. The often reported hallucinations within Generative AI in general,
and also relevant for ChatGPT, can render its use of limited benefit where
accuracy is essential. What ChatGPT lacks is a stochastic measure to help
provide sincere and sensitive communication with its users. Academic
regulations and evaluation practices used in educational institutions need to
be updated, should ChatGPT be used as a tool in education. To address the
transformative effects of ChatGPT on the learning environment, educating
teachers and students alike about its capabilities and limitations will be
crucial.",http://arxiv.org/pdf/2306.03823v1
165,"Vafa-Witten Theory: Invariants, Floer Homologies, Higgs Bundles, a Geometric Langlands Correspondence, and Categorification (String Math 2022 Proceedings)",2023-05-25 11:44:29+00:00,http://arxiv.org/abs/2305.15948v2,"This is a concise version of the original article in [arXiv:2203.17115] that
will be published in the String Math 2022 Proceedings by the American
Mathematical Society.",http://arxiv.org/pdf/2305.15948v2
166,Beryllium: Neural Search for Algorithm Implementations,2023-05-25 03:49:36+00:00,http://arxiv.org/abs/2305.15690v2,"In this paper, we explore the feasibility of finding algorithm
implementations from code. Successfully matching code and algorithms can help
understand unknown code, provide reference implementations, and automatically
collect data for learning-based program synthesis. To achieve the goal, we
designed a new language named p-language to specify the algorithms and a static
analyzer for the p-language to automatically extract control flow, math, and
natural language information from the algorithm descriptions. We embedded the
output of p-language (p-code) and source code in a common vector space using
self-supervised machine learning methods to match algorithm with code without
any manual annotation. We developed a tool named Beryllium. It takes pseudo
code as a query and returns a list of ranked code snippets that likely match
the algorithm query. Our evaluation on Stony Brook Algorithm Repository and
popular GitHub projects show that Beryllium significantly outperformed the
state-of-the-art code search tools in both C and Java. Specifically, for 98.5%,
93.8%, and 66.2% queries, we found the algorithm implementations in the top 25,
10, and 1 ranked list, respectively. Given 87 algorithm queries, we found
implementations for 74 algorithms in the GitHub projects where we did not know
the algorithms before.",http://arxiv.org/pdf/2305.15690v2
167,Towards Revealing the Mystery behind Chain of Thought: A Theoretical Perspective,2023-05-24 17:59:21+00:00,http://arxiv.org/abs/2305.15408v3,"Recent studies have discovered that Chain-of-Thought prompting (CoT) can
dramatically improve the performance of Large Language Models (LLMs),
particularly when dealing with complex tasks involving mathematics or
reasoning. Despite the enormous empirical success, the underlying mechanisms
behind CoT and how it unlocks the potential of LLMs remain elusive. In this
paper, we take a first step towards theoretically answering these questions.
Specifically, we examine the expressivity of LLMs with CoT in solving
fundamental mathematical and decision-making problems. We start by giving an
impossibility result showing that bounded-depth Transformers are unable to
directly produce correct answers for basic arithmetic/equation tasks unless the
model size grows super-polynomially with respect to the input length. In
contrast, we then prove by construction that autoregressive Transformers of
constant size suffice to solve both tasks by generating CoT derivations using a
commonly-used math language format. Moreover, we show LLMs with CoT are capable
of solving a general class of decision-making problems known as Dynamic
Programming, thus justifying its power in tackling complex real-world tasks.
Finally, extensive experiments on four tasks show that, while Transformers
always fail to predict the answers directly, they can consistently learn to
generate correct solutions step-by-step given sufficient CoT demonstrations.",http://arxiv.org/pdf/2305.15408v3
168,Existence of ground state solution of Nehari-Pohožaev type for a quasilinear Schrödinger system,2023-05-24 11:45:10+00:00,http://arxiv.org/abs/2305.15449v1,"This paper is concerned with the following quasilinear Schr\""{o}dinger system
in the entire space $\mathbb R^{N}$($N\geq3$): $$\left\{\begin{align} &-\Delta
u+A(x)u-\frac{1}{2}\triangle(u^{2})u =
\frac{2\alpha}{\alpha+\beta}|u|^{\alpha-2}u|v|^{\beta},\\ &-\Delta
v+Bv-\frac{1}{2}\triangle(v^{2})v=\frac{2\beta}{\alpha+\beta}|u|^{\alpha}|v|^{\beta-2}v.\end{align}\right.
$$ By establishing a suitable constraint set and studying related minimization
problem, we prove the existence of ground state solution for $\alpha,\beta>1$,
$2<\alpha+\beta<\frac{4N}{N-2}$. Our results can be looked on as a
generalization to results by Guo and Tang (Ground state solutions for
quasilinear Schr\""{o}dinger systems, J. Math. Anal. Appl. 389 (2012) 322).",http://arxiv.org/pdf/2305.15449v1
169,Unlocking Temporal Question Answering for Large Language Models Using Code Execution,2023-05-24 10:57:53+00:00,http://arxiv.org/abs/2305.15014v1,"Large language models (LLMs) have made significant progress in natural
language processing (NLP), and are utilized extensively in various
applications. Recent works, such as chain-of-thought (CoT), have shown that
intermediate reasoning steps can improve the performance of LLMs for complex
reasoning tasks, such as math problems and symbolic question-answering tasks.
However, we notice the challenge that LLMs face when it comes to temporal
reasoning. Our preliminary experiments show that generating intermediate
reasoning steps does not always boost the performance of complex temporal
question-answering tasks. Therefore, we propose a novel framework that combines
the extraction capability of LLMs and the logical reasoning capability of a
Python solver to tackle this issue. Extensive experiments and analysis
demonstrate the effectiveness of our framework in handling intricate time-bound
reasoning tasks.",http://arxiv.org/pdf/2305.15014v1
170,Reasoning with Language Model is Planning with World Model,2023-05-24 10:28:28+00:00,http://arxiv.org/abs/2305.14992v1,"Large language models (LLMs) have shown remarkable reasoning capabilities,
especially when prompted to generate intermediate reasoning steps (e.g.,
Chain-of-Thought, CoT). However, LLMs can still struggle with problems that are
easy for humans, such as generating action plans for executing tasks in a given
environment, or performing complex math, logical, and commonsense reasoning.
The deficiency stems from the key fact that LLMs lack an internal
$\textit{world model}$ to predict the world $\textit{state}$ (e.g., environment
status, intermediate variable values) and simulate long-term outcomes of
actions. This prevents LLMs from performing deliberate planning akin to human
brains, which involves exploring alternative reasoning paths, anticipating
future states and rewards, and iteratively refining existing reasoning steps.
To overcome the limitations, we propose a new LLM reasoning framework,
$\underline{R}\textit{easoning vi}\underline{a} \underline{P}\textit{lanning}$
$\textbf{(RAP)}$. RAP repurposes the LLM as both a world model and a reasoning
agent, and incorporates a principled planning algorithm (based on Monto Carlo
Tree Search) for strategic exploration in the vast reasoning space. During
reasoning, the LLM (as agent) incrementally builds a reasoning tree under the
guidance of the LLM (as world model) and task-specific rewards, and obtains a
high-reward reasoning path efficiently with a proper balance between
exploration $\textit{vs.}$ exploitation. We apply RAP to a variety of
challenging reasoning problems including plan generation, math reasoning, and
logical inference. Empirical results on these tasks demonstrate the superiority
of RAP over various strong baselines, including CoT and least-to-most prompting
with self-consistency. RAP on LLAMA-33B surpasses CoT on GPT-4 with 33%
relative improvement in a plan generation setting.",http://arxiv.org/pdf/2305.14992v1
